snapshot_date,assignee_login,assignee_id,created_at,last_activity_at,last_activity_editor,plan_type,pending_cancellation_date,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-14,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-14T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-13,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-13T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-13T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-13T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-13T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-13T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-13T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-13,batch-2026-09-04,MOCK
2026-08-12,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-12T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-12T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-12T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-12T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-12T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-12,batch-2026-09-04,MOCK
2026-08-11,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-11T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-11T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-11T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-11T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-11,batch-2026-09-04,MOCK
2026-08-10,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-10T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-10T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-10T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-10T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-10T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-10T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-10,batch-2026-09-04,MOCK
2026-08-09,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-09T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-09,batch-2026-09-04,MOCK
2026-08-08,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-08T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-08T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-08T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-08T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-08,batch-2026-09-04,MOCK
2026-08-07,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-07T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-07T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-07T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-07T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-07T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-07T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-07,batch-2026-09-04,MOCK
2026-08-06,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-06T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-06,batch-2026-09-04,MOCK
2026-08-05,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-05T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-05T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-05T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-05T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-05T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-05T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-05,batch-2026-09-04,MOCK
2026-08-04,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-04T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-04T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-04T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-04T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-04T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-04T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-04,batch-2026-09-04,MOCK
2026-08-03,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-03T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-03T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-03T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-03T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-03T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-03T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-03,batch-2026-09-04,MOCK
2026-08-02,aisha-rahman,39005316,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-02T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-02T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-02T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-02T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-02T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-02,batch-2026-09-04,MOCK
2026-08-01,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-01T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-01,batch-2026-09-04,MOCK
2026-07-31,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-07-31T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
2026-07-31,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
2026-07-31,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-07-31T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
2026-07-31,dev-patel,76731252,2026-06-01T00:00:00Z,2026-07-31T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
2026-07-31,sam-chen,86211158,2026-06-01T00:00:00Z,2026-07-31T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
2026-07-31,robin-hale,61547237,2026-06-01T00:00:00Z,2026-07-31T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
2026-07-31,lee-novak,59626499,2026-06-01T00:00:00Z,2026-07-31T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-07-31,batch-2026-09-04,MOCK
