usage_date,environment_id,agent_id,agent_name,action_type,credit_rate,credits_consumed,cost_usd,session_count,owner_business_unit_key,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-17,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,2992,29.92,190,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,6208,62.08,164,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,830,8.3,65,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,7347,73.47,93,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1715,17.15,33,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,6325,63.25,73,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,3414,34.14,111,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,4706,47.06,22,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,6047,60.47,86,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,2631,26.31,54,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,754,7.54,113,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,7500,75.0,125,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,5054,50.54,150,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,2546,25.46,34,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-16,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,4285,42.85,36,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,7085,70.85,45,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,1494,14.94,13,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,1005,10.05,66,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,1570,15.7,60,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,7247,72.47,112,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3549,35.49,185,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,5663,56.63,175,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1188,11.88,159,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-15,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,5301,53.01,76,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,7158,71.58,29,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,678,6.78,26,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,2119,21.19,175,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,4132,41.32,42,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,1253,12.53,94,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,1503,15.03,20,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,4276,42.76,22,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1876,18.76,156,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-14,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,4048,40.48,195,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,3735,37.35,137,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,741,7.41,107,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,6096,60.96,119,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,1915,19.15,100,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,2258,22.58,57,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,2752,27.52,81,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,4153,41.53,48,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,783,7.83,167,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-13,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,5572,55.72,167,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,2513,25.13,175,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,2917,29.17,137,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,3875,38.75,150,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,4424,44.24,25,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,1218,12.18,81,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3637,36.37,45,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,3934,39.34,61,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,5764,57.64,144,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-12,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,2541,25.41,171,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,7071,70.71,149,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,7011,70.11,14,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,3633,36.33,192,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,3441,34.41,132,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,4960,49.6,134,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3318,33.18,154,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,4615,46.15,92,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,3681,36.81,79,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-11,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,1973,19.73,16,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,3112,31.12,162,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,2294,22.94,17,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,7838,78.38,81,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,979,9.79,130,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,4837,48.37,101,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,6781,67.81,159,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,2406,24.06,50,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1320,13.2,73,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-10,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,5881,58.81,71,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,2683,26.83,146,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,7187,71.87,198,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,958,9.58,66,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,5216,52.16,109,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3406,34.06,54,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,1942,19.42,70,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,5353,53.53,91,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,7104,71.04,198,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-09,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,6214,62.14,101,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,7987,79.87,161,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,731,7.31,190,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,6238,62.38,100,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,5150,51.5,154,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,1664,16.64,154,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,2042,20.42,136,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,4941,49.41,89,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1938,19.38,135,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-08,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,810,8.1,33,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,960,9.6,69,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,5428,54.28,66,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,663,6.63,144,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,4415,44.15,10,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3217,32.17,167,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,2150,21.5,43,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,3291,32.91,193,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1953,19.53,92,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-07,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,987,9.87,15,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,1710,17.1,160,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,6272,62.72,46,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,6843,68.43,38,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,7434,74.34,144,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,7550,75.5,103,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,1094,10.94,105,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,6271,62.71,179,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,3740,37.4,160,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-06,batch-2026-09-04,MOCK
