metric_time,resource_id,deployment_name,model_name,processed_prompt_tokens,generated_tokens,total_tokens,requests,latency_ms,throttled_count,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-07-25T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,282458,163334,445792,2175,1172.1,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-25,batch-2026-09-04,MOCK
2026-07-25T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,629618,382646,1012264,2749,1049.2,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-25,batch-2026-09-04,MOCK
2026-07-24T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,180835,81939,262774,2825,3486.7,8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-24,batch-2026-09-04,MOCK
2026-07-24T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,423145,201514,624659,4128,3432.1,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-24,batch-2026-09-04,MOCK
2026-07-24T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,424220,236796,661016,988,674.8,13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-24,batch-2026-09-04,MOCK
2026-07-23T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1337580,745480,2083060,3717,2560.8,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-23,batch-2026-09-04,MOCK
2026-07-23T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,202923,66592,269515,2152,2764.9,0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-23,batch-2026-09-04,MOCK
2026-07-23T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,362170,203230,565400,107,3278.5,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-23,batch-2026-09-04,MOCK
2026-07-22T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,367943,213415,581358,3305,2096.3,16,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-22,batch-2026-09-04,MOCK
2026-07-22T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1052731,499439,1552170,674,1982.4,0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-22,batch-2026-09-04,MOCK
2026-07-22T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1495485,937954,2433439,4049,600.0,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-22,batch-2026-09-04,MOCK
2026-07-21T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,749273,429134,1178407,3381,382.1,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-21,batch-2026-09-04,MOCK
2026-07-21T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,816205,419407,1235612,2885,465.5,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-21,batch-2026-09-04,MOCK
2026-07-21T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1408519,536995,1945514,4642,329.8,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-21,batch-2026-09-04,MOCK
2026-07-20T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,676776,391415,1068191,974,2281.0,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-20,batch-2026-09-04,MOCK
2026-07-20T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,227969,149111,377080,3687,2626.6,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-20,batch-2026-09-04,MOCK
2026-07-20T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,454944,141098,596042,4957,987.0,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-20,batch-2026-09-04,MOCK
2026-07-19T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1183619,659705,1843324,4193,1962.0,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-19,batch-2026-09-04,MOCK
2026-07-19T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,127684,55633,183317,2866,2799.7,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-19,batch-2026-09-04,MOCK
2026-07-19T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,297856,114576,412432,4385,1712.6,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-19,batch-2026-09-04,MOCK
2026-07-18T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1264976,497381,1762357,690,321.7,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-18,batch-2026-09-04,MOCK
2026-07-18T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1421184,437192,1858376,475,1000.9,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-18,batch-2026-09-04,MOCK
2026-07-18T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,80126,29558,109684,509,3185.4,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-18,batch-2026-09-04,MOCK
2026-07-17T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1331833,490481,1822314,4941,411.1,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-17,batch-2026-09-04,MOCK
2026-07-17T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1092585,587800,1680385,1906,408.3,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-17,batch-2026-09-04,MOCK
2026-07-17T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,757459,473115,1230574,3393,1270.0,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-17,batch-2026-09-04,MOCK
2026-07-16T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,724422,459697,1184119,1846,2722.0,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-16,batch-2026-09-04,MOCK
2026-07-16T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,753602,245138,998740,2343,666.1,13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-16,batch-2026-09-04,MOCK
2026-07-16T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,825793,430537,1256330,3693,1004.0,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-16,batch-2026-09-04,MOCK
2026-07-15T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,329699,112093,441792,3181,2766.3,0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-15,batch-2026-09-04,MOCK
2026-07-15T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,219287,66343,285630,1569,3256.3,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-15,batch-2026-09-04,MOCK
2026-07-15T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,922881,532872,1455753,3999,2484.8,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-15,batch-2026-09-04,MOCK
2026-07-14T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1391811,568387,1960198,3789,1559.7,5,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-14,batch-2026-09-04,MOCK
2026-07-14T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1300472,483775,1784247,4195,2219.8,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-14,batch-2026-09-04,MOCK
2026-07-14T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,779501,364427,1143928,4668,977.6,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-14,batch-2026-09-04,MOCK
2026-07-13T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1347971,599524,1947495,4521,1874.9,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-13,batch-2026-09-04,MOCK
2026-07-13T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,629708,202279,831987,1023,2828.8,15,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-13,batch-2026-09-04,MOCK
2026-07-13T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,419777,152758,572535,453,378.3,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-13,batch-2026-09-04,MOCK
2026-07-12T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,489541,231978,721519,2838,2235.5,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-12,batch-2026-09-04,MOCK
2026-07-12T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,268986,160360,429346,4502,780.4,0,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-12,batch-2026-09-04,MOCK
2026-07-12T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1129831,391402,1521233,2027,2580.6,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-12,batch-2026-09-04,MOCK
2026-07-11T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,928845,352497,1281342,2768,959.2,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-11,batch-2026-09-04,MOCK
2026-07-11T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,527693,179007,706700,3479,3070.6,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-11,batch-2026-09-04,MOCK
2026-07-11T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,204202,99731,303933,4068,379.3,13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-11,batch-2026-09-04,MOCK
2026-07-10T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,503331,337813,841144,3827,787.6,11,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-10,batch-2026-09-04,MOCK
2026-07-10T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1009950,593778,1603728,3037,3419.3,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-10,batch-2026-09-04,MOCK
2026-07-10T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,316782,99101,415883,4758,396.9,4,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-10,batch-2026-09-04,MOCK
2026-07-09T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1026296,496143,1522439,1502,2709.1,7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-09,batch-2026-09-04,MOCK
2026-07-09T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1315916,477302,1793218,1492,2107.8,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-09,batch-2026-09-04,MOCK
2026-07-09T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,231349,107502,338851,4374,1814.4,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-09,batch-2026-09-04,MOCK
2026-07-08T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1020484,420100,1440584,3607,2629.4,7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-08,batch-2026-09-04,MOCK
2026-07-08T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,736389,348827,1085216,1921,3143.0,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-08,batch-2026-09-04,MOCK
2026-07-08T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1253137,826194,2079331,3522,3434.6,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-08,batch-2026-09-04,MOCK
2026-07-07T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1107418,347118,1454536,4450,1501.3,3,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-07,batch-2026-09-04,MOCK
2026-07-07T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1088688,431343,1520031,4675,2685.2,13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-07,batch-2026-09-04,MOCK
2026-07-07T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,328317,145563,473880,2058,2337.2,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-07,batch-2026-09-04,MOCK
2026-07-06T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,1056177,599501,1655678,1425,2520.9,18,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-06,batch-2026-09-04,MOCK
2026-07-06T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1003870,487383,1491253,1235,3084.9,12,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-06,batch-2026-09-04,MOCK
2026-07-06T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,826828,455354,1282182,111,3039.3,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-06,batch-2026-09-04,MOCK
2026-07-05T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1498609,649141,2147750,367,1178.7,8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-05,batch-2026-09-04,MOCK
2026-07-05T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,1485846,493870,1979716,2850,2628.0,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-05,batch-2026-09-04,MOCK
2026-07-05T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,158134,54459,212593,3094,1735.7,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-05,batch-2026-09-04,MOCK
2026-07-04T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,818465,302919,1121384,4677,2526.1,17,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-04,batch-2026-09-04,MOCK
2026-07-04T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,340258,235628,575886,2054,1980.8,20,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-04,batch-2026-09-04,MOCK
2026-07-04T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-prod,gpt-4.1,1266598,821328,2087926,1818,2685.5,7,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-04,batch-2026-09-04,MOCK
2026-07-03T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,789689,520541,1310230,4225,2444.7,8,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-03,batch-2026-09-04,MOCK
2026-07-03T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,182894,82142,265036,3806,1804.5,16,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-03,batch-2026-09-04,MOCK
2026-07-03T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,1036005,604954,1640959,4465,3168.2,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-03,batch-2026-09-04,MOCK
2026-07-02T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1462026,991467,2453493,637,821.6,14,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-02,batch-2026-09-04,MOCK
2026-07-02T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-mini-prod,gpt-4.1-mini,218129,99526,317655,1564,1151.6,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-02,batch-2026-09-04,MOCK
2026-07-02T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,395539,162320,557859,1312,1837.9,6,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-02,batch-2026-09-04,MOCK
2026-07-01T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-mini-prod,gpt-4.1-mini,664820,310214,975034,4535,3274.7,15,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-01,batch-2026-09-04,MOCK
2026-07-01T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,931076,444629,1375705,275,1162.0,2,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-01,batch-2026-09-04,MOCK
2026-07-01T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,537227,340590,877817,4356,2327.4,13,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-07-01,batch-2026-09-04,MOCK
2026-06-30T00:00:00Z,/subscriptions/.../aoai-app-checkout,gpt-4.1-prod,gpt-4.1,1425229,795877,2221106,2773,1804.3,16,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-06-30,batch-2026-09-04,MOCK
2026-06-30T00:00:00Z,/subscriptions/.../aoai-app-search,gpt-4.1-prod,gpt-4.1,1010510,426064,1436574,1180,3164.3,9,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-06-30,batch-2026-09-04,MOCK
2026-06-30T00:00:00Z,/subscriptions/.../aoai-app-dsnb,gpt-4.1-mini-prod,gpt-4.1-mini,595275,232581,827856,3146,3403.4,1,2026-09-04T18:00:00Z,AI-FinOps-MOCK,monitor.metrics,2026-06-30,batch-2026-09-04,MOCK
